mass_1 mass_2 a_1 a_2 tilt_1 tilt_2 phi_12 phi_jl dec ra theta_jn psi time_jitter
44.435067515679584 32.965051041862615 0.47306228461273164 0.9081250639448871 1.9510999682396277 0.624126802303896 1.811120489498626 4.082754888719293 -1.1789500028636453 1.7402088419070991 0.66154023342585 2.176087035218535 -0.00022625503092463657
42.99050406703549 32.26074023506864 0.40820183389312176 0.16149530173697701 0.8328961262911221 2.5174763043191324 3.072131265406866 3.1985326760373334 -0.1335169542250618 2.6803551392345133 1.1309284143596139 0.24158890179505724 -0.00013020560628900218
37.991123296872935 31.39478772875791 0.30864127935079394 0.17467743449523765 1.8046642442804548 1.4012879502489084 1.0443115262585223 6.175031045529915 -1.0085235236592218 1.0174324218417037 1.7133070649084672 3.1032480425922406 2.0464235148753536e-05
39.10040623391175 36.86481569524808 0.5346972129096028 0.7940632349598962 2.5885564099573095 0.6517898554019868 5.18543882128654 3.272253840536134 -0.5429437152650121 2.691686503596022 1.501297424165604 0.9678134363682905 -0.00012799966347766938
53.094965932127295 22.56850793243858 0.5968262080940279 0.3617841168437318 1.7546106614604775 1.8567418159658737 4.152792811246958 5.3031730830752934 -1.1766518607386451 2.4079132662562177 2.8662061908757956 0.18553826238379278 0.0002063154006875324
40.95509267843752 35.1322195327413 0.39810037720450975 0.29519213412858863 0.99122696433329 1.2659245252226148 5.272641693231528 2.8072172333156167 -1.0867401662929292 1.111021978976855 1.3238207216397893 2.5493181304641537 9.647635490002144e-05
38.17076787830429 29.24418584002186 0.763645554669439 0.28460621388269736 1.8614887546483083 2.2706105617879926 0.8674444948117089 2.286355869174543 0.040309924678748374 2.4992079582985403 0.18066954284973694 2.8324620730203116 -0.00023736635459515898
46.93861509456833 28.11442871604227 0.7371085020627957 0.38805861504251987 1.8143022241821785 0.5687958262023813 5.152115890801945 5.67164413218382 -1.1838317336197575 1.0952674511019176 2.1855163344698565 0.022313886835078046 8.814515115290798e-05
44.937177167932404 30.326244384974256 0.11627452629240992 0.047457525979235506 0.6037911245868678 1.882192877470032 1.6566317128402819 4.283830287104832 -0.49860234214474614 2.7348282677745366 0.9737577978638987 1.0355864269001187 2.7347446104957656e-05
40.12728568524638 35.409451603364644 0.6926695857484348 0.7221789222928067 1.6342924996713968 1.0648045528338563 5.159481972010222 0.8264857926018558 -1.1124547759660375 2.2978175568117587 0.663235249778267 0.15448878252111922 -3.737820802578274e-05
