mass_1 mass_2 a_1 a_2 tilt_1 tilt_2 phi_12 phi_jl dec ra theta_jn psi time_jitter
31.58380528987645 24.037303331508653 0.2805170293530606 0.770401497243926 2.2297429564345186 2.0928166641995274 1.902749420393302 5.520530240856151 -0.3524379143986272 0.7282306280458224 0.38040197608984794 1.696296261813512 0.0002071710118018139
30.89668998791958 27.525378921735516 0.20618341719988353 0.1849472284886736 1.856557109071848 2.6415761750451088 0.7634924204507217 1.9741381288433564 -1.1237566817939115 1.0737677443834666 1.0344028695895442 2.3915695685581757 0.0001394765861168252
34.10166806284822 25.97647793973054 0.9607276295114819 0.9761199949772958 0.9296538335834091 2.891879275369375 0.5984681617906481 3.3283986227608904 -0.45583756124366337 0.806364514250583 1.0029225552136418 2.523200486983984 7.778852765412397e-05
35.11752933673833 25.25102150426028 0.08920285986093802 0.23560817335267992 1.677671190774291 2.046146710552396 4.508191891038602 3.5043306556350604 -1.1868089887713789 1.6049292945192835 2.307206359091114 0.09110873799173085 0.0001379066677836254
38.525611510847824 28.44332143683421 0.2353360812160846 0.49255905947840334 0.9492080247578142 0.7919639631378133 1.40286168334851 0.18210530973748637 -0.24984878036358754 0.8942583375233879 1.17089419266005 1.4361751512004737 0.00019338033860644512
37.17428565430199 26.91794344569673 0.3783630541887124 0.008966206989296807 1.0542055649179205 0.3911757538903532 1.0408810491346887 3.845590973389843 0.18910094450207024 1.1519791838521443 2.3204976485127378 0.6917479087715073 1.7208026029526735e-05
29.81368822301304 29.64496096398154 0.7670508161749927 0.7127108206462813 2.4858255185670752 0.6334066674654165 4.605084617449207 2.502039908310176 -1.0802891406639215 0.9592018746608479 0.860729258393398 1.486026520681576 1.807838947231246e-05
43.28648660582707 21.56466853172516 0.5688769324743708 0.6451928054564636 1.6519338276227677 0.8927078595460913 3.1255600452126884 4.18438491192783 -0.06735637976630023 0.7746470849990579 2.809387969388301 0.8529372587375138 0.00023837147488502575
36.82196480053724 27.10770088252256 0.5550062714494999 0.7204300497316269 0.7809617512463675 2.025966999334058 0.35397236044962443 1.4800715804167333 -0.12605075200181134 0.8452118930667116 2.001929747230612 2.82083239409154 0.00010067192519549198
34.22674976121908 26.833609389021145 0.49814507538260766 0.23010404570510445 1.6159372784805177 1.1144249400068427 3.8480230238301063 1.0077846889047297 0.09308282550733357 1.1454468629259715 0.4435944943297026 2.6730621309691838 8.713375119095512e-05
45.78600503370093 20.143936390802935 0.2880308798752307 0.4236294945599225 1.2614329554966102 1.9593967916617454 4.41189636475752 1.384921142075784 -0.365557683230352 0.7934717968429601 0.8245480487855994 1.9670121227195843 0.0001635601868399413
32.299629514708585 24.53639688644858 0.40895390195256165 0.20950592159353576 2.6492483805935474 1.3427951878708357 3.3816784284121666 3.110254248455644 -0.8412088854173436 0.6581318248826328 2.2837699126884345 2.880618947142494 -0.00011764692604124903
36.21756926199694 25.90474854295019 0.07136959234605057 0.5541378104857586 1.2690215447388833 1.1644191905853456 0.8762552139577098 5.281903228664257 -0.8316765615942738 0.759334101667008 1.6865981207614438 2.813900018276232 4.6393305497136256e-05
41.493620335310695 27.12486794824635 0.5145856704119526 0.3993990580820112 0.3535374317726308 1.6334237529911038 5.656784337635934 5.545460575571574 -0.35051849762952225 0.834248485092616 0.6843923225108305 2.1491497354270117 9.041823992997269e-05
36.38375558749295 25.57075206080563 0.06810216665987973 0.003286432290334733 1.7765674186051137 1.8491932451119444 4.6683358014001195 0.6314752401276099 -0.7163029308812042 0.6482926159632089 0.7424803518776615 1.0828793729312223 -6.638047236961407e-05
40.431103290370736 23.96222527634182 0.0465621773048065 0.5376997046901283 1.090433477638987 1.0499644484690387 5.903308471063046 1.5682821058472483 -0.9603742468029157 0.9234051345400457 1.6714584874737528 1.3430631612269146 -9.33573687373806e-05
37.754653330573134 23.806861952855478 0.25255031976598946 0.10373910968712988 1.5155020042116503 1.5311691289222997 3.723485494844567 0.2517340221276973 -0.5041308601727922 0.5520660369297907 2.726576551515482 0.8016143613204806 0.0001358169999758979
31.516531915310157 30.503092175515544 0.43515104496337886 0.33355071713739914 1.1215840567554105 2.023509103237497 0.2686669486774578 1.8424714298216835 -0.29737430835635337 0.6543669594738303 1.7277417810561633 0.04669318065196691 1.5288142919355732e-06
46.64833843913627 24.337946749980656 0.896480061358704 0.5226336633730355 0.7031162779043698 2.499810810762831 0.4450389144029861 4.775000405409946 -0.09701582276079443 0.8444390423944559 2.343920746225145 0.8433780820023935 -2.3249011141663635e-05
39.06221647960443 24.086419129218392 0.9843551374012581 0.5909365551654204 1.6567827131445187 1.2898496752464044 0.5333162827530723 3.876187642478322 -1.247433865841478 1.435360010888644 2.5064649058470714 1.403828990162463 -0.0001701369690004221
43.350801767402324 25.933439926309823 0.44621661016502123 0.5955243791207785 1.2166602622497211 0.22402069332597283 5.592259649887614 0.903896076977421 -0.2698070932773125 0.9142044505825889 0.5970528047212097 2.9853056837565566 0.00022083045565196964
46.6826908799226 19.535693951008046 0.27482754101581514 0.9429449683354867 0.9314886440969588 1.6961350408851266 2.760285077160367 5.136109716012552 -0.9301764193657385 0.9312156152435026 0.887074565674633 1.1576160674603264 9.089075419400596e-05
39.92130508096817 22.168672083711385 0.1651503536508811 0.24267074275722503 2.0011954721169585 1.072737507354618 1.1926570129169476 4.027040476777174 -0.08704402768243577 0.920778957532057 1.0149811134519073 1.2745987444662965 6.858761969154748e-05
39.853196800110815 23.50681461604044 0.5356165129782186 0.8210917852780946 1.0868118538167162 2.2457398586908477 4.492435875755205 1.653379091701206 -0.5108542475812838 0.7642745521041179 0.928113308341801 2.1924001307902055 0.00019069341288289115
44.73588415050566 25.531668580615783 0.7420105277333897 0.036796529056520255 0.8287279871602424 2.0298800200404075 3.623141084483171 3.8502891411800584 -0.26076927992935456 0.6623639662504265 2.560530722691959 0.7458132387299881 -0.0001964613303566709
33.126790763935404 27.46191150733303 0.17815915028956933 0.12241722161999077 1.322063741230798 2.3227708027314145 4.75096361553297 3.1314110413193728 -0.9522150957615079 2.023609325596045 0.9412834826661188 0.572766217714141 -6.225492937326368e-05
36.29139332124069 24.496359709998124 0.5097123938906668 0.7247781684171275 1.8485429056930636 1.3852467225690015 2.887768126588152 3.2590820090865966 -0.9740918387095818 2.037275426500742 1.2509243015692055 0.11007840660647644 -0.00016475203793781635
