# f h(f)
0.000000000000000000e+00 6.883660466505725104e-21
1.250000000000000000e-01 1.855489208731704051e-20
2.500000000000000000e-01 1.734498380423400795e-20
3.750000000000000000e-01 3.647803773681071107e-21
5.000000000000000000e-01 2.291502472796938298e-21
6.250000000000000000e-01 1.760033917763685034e-21
7.500000000000000000e-01 1.397400869687450704e-21
8.750000000000000000e-01 1.154770574975004567e-21
1.000000000000000000e+00 9.490185790984361969e-22
1.125000000000000000e+00 8.040174133733664669e-22
1.250000000000000000e+00 7.807364965363652917e-22
1.375000000000000000e+00 6.888928789409815805e-22
1.500000000000000000e+00 6.808800006279299775e-22
1.625000000000000000e+00 6.129060264485856365e-22
1.750000000000000000e+00 5.726579403115734430e-22
1.875000000000000000e+00 5.430021965068764083e-22
2.000000000000000000e+00 5.518479183188590679e-22
2.125000000000000000e+00 6.162037964066215249e-22
2.250000000000000000e+00 8.042939285358347640e-22
2.375000000000000000e+00 1.161962675186618608e-21
2.500000000000000000e+00 1.880501906207978794e-21
2.625000000000000000e+00 3.538958127311684097e-21
2.750000000000000000e+00 4.171978911018215149e-21
2.875000000000000000e+00 2.201100222608796693e-21
3.000000000000000000e+00 1.694646662162711549e-21
3.125000000000000000e+00 3.035667078321854202e-21
3.250000000000000000e+00 4.442811354605743048e-21
3.375000000000000000e+00 6.516086317224289593e-21
3.500000000000000000e+00 1.157409413371378911e-20
3.625000000000000000e+00 5.601419358533873668e-21
3.750000000000000000e+00 4.395327442580917598e-21
3.875000000000000000e+00 3.710383389009464237e-21
4.000000000000000000e+00 3.921186749398928571e-21
4.125000000000000000e+00 4.670870577398503816e-21
4.250000000000000000e+00 6.544094107767526113e-21
4.375000000000000000e+00 8.970259133561219663e-21
4.500000000000000000e+00 1.318546183893853794e-20
4.625000000000000000e+00 1.886547297375363420e-20
4.750000000000000000e+00 2.099034034280870280e-20
4.875000000000000000e+00 3.062835154063701819e-20
5.000000000000000000e+00 4.032119669982447872e-20
5.125000000000000000e+00 4.705143539568568710e-20
5.250000000000000000e+00 5.901126269073431246e-20
5.375000000000000000e+00 8.050898321670594454e-20
5.500000000000000000e+00 9.499656836013467022e-20
5.625000000000000000e+00 1.117053419571820439e-19
5.750000000000000000e+00 1.321879837162569672e-19
5.875000000000000000e+00 1.243074924866704903e-19
6.000000000000000000e+00 1.351492944492298852e-19
6.125000000000000000e+00 1.347395967191240746e-19
6.250000000000000000e+00 1.547521406399290382e-19
6.375000000000000000e+00 1.316990367879560945e-19
